miRNA,max,min
hsa-mir-185,8.669509861984956,3.2210542164848137
hsa-mir-516a-1,10.678181355232647,0.0
hsa-mir-484,8.367378492293566,2.6964499265165696
hsa-mir-887,4.174595931593518,0.0
hsa-mir-223,12.262878948476681,4.2278192299704065
hsa-mir-27b,12.685945783962474,8.723203543553227
hsa-mir-518e,9.596829142138551,0.0
hsa-mir-30a,16.97782454286161,10.602494576070303
hsa-mir-6501,1.9379695500939025,0.0
hsa-mir-1301,6.7656751901322325,0.7948533395274042
hsa-mir-6511b-1,3.011221887245673,0.0
hsa-mir-489,2.732550112313823,0.0
hsa-mir-30b,10.749325020652744,5.900800720168719
hsa-mir-548j,2.2839756872134114,0.0
hsa-mir-6781,2.184445663184743,0.0
hsa-mir-320d-2,2.637902094103229,0.0
hsa-mir-130b,9.367714355117517,0.9667951557791443
hsa-mir-296,7.173150185337789,0.0
hsa-mir-214,7.23993322431127,1.316313177904938
hsa-mir-96,7.054582417588768,0.0
hsa-mir-216a,6.693077201801773,0.0
hsa-mir-421,5.19493418176473,0.0
hsa-mir-520f,9.820496357113745,0.0
hsa-mir-6502,2.275517861871357,0.0
hsa-mir-369,7.0716094026937695,0.7497908193206466
hsa-mir-93,15.272924835980112,8.790959359755682
hsa-mir-501,8.873491366925311,1.2805727315681033
hsa-let-7c,13.565341928731405,5.661572272846816
hsa-mir-320b-2,5.874693628059131,0.0
hsa-mir-3680-2,2.693854456416602,0.0
hsa-mir-514a-1,7.8936238029475225,0.0
hsa-mir-4660,2.802067247101212,0.0
hsa-mir-3913-2,4.211007285821248,0.0
hsa-mir-380,6.200624896026915,0.0
hsa-mir-33a,8.907811465440362,0.5300997157265184
hsa-mir-146a,11.664234778496505,2.5813363018795807
hsa-mir-3129,2.2645685572530585,0.0
hsa-mir-452,9.42109607720484,1.6954674005583357
hsa-mir-1245a,3.6947795905563834,0.0
hsa-mir-3684,2.370190511120676,0.0
hsa-mir-6733,1.7583313228439594,0.0
hsa-mir-127,12.623071199525912,6.664019707006844
hsa-mir-1343,3.2536153873759335,0.0
hsa-mir-6777,1.9337074597438348,0.0
hsa-mir-190a,5.9671915760879735,0.21785109681113135
hsa-mir-1288,2.0193307863342245,0.0
hsa-mir-200c,15.668403814726291,3.9948969193383466
hsa-mir-5699,3.138468495095595,0.0
hsa-mir-6783,2.595644008521007,0.0
hsa-mir-17,12.958616668720907,7.027471475413073
hsa-mir-1305,3.353197085117742,0.0
hsa-mir-3664,3.2572356067605592,0.0
hsa-mir-1248,5.647261170294744,0.0
hsa-mir-378d-1,1.9868135593717777,0.0
hsa-mir-6720,5.382647576352994,0.0
hsa-mir-520a,11.623733410979039,0.0
hsa-mir-3161,3.9629114556799765,0.0
hsa-mir-3130-1,4.671663907274331,0.0
hsa-mir-582,11.763068806534806,4.638196490015071
hsa-mir-188,5.676034999859844,0.0
hsa-mir-7-2,5.730224394466632,0.0
hsa-mir-331,6.8341782464098335,1.6129846452277505
hsa-mir-520c,8.801825615757572,0.0
hsa-mir-23c,4.118303239781176,0.0
hsa-mir-3655,2.1078220906137806,0.0
hsa-mir-181a-2,12.48062766916431,7.200826990673886
hsa-mir-605,3.0527052388740508,0.0
hsa-mir-3144,2.6068529468712875,0.0
hsa-mir-3136,2.3500604121043773,0.0
hsa-mir-4784,2.732550112313823,0.0
hsa-mir-345,7.554838654183027,0.0
hsa-mir-6716,1.8771533109698246,0.0
hsa-mir-125a,10.863983450338203,6.388073321116196
hsa-mir-654,9.281315783230365,0.9281375778735417
hsa-mir-1294,2.1151278209614017,0.0
hsa-mir-374a,11.280613721212417,6.350549667587605
hsa-mir-374c,4.605086192078357,0.0
hsa-mir-1-2,9.4842198707268,0.0
hsa-mir-3176,3.379965931181362,0.0
hsa-mir-3653,5.5874026781516,0.0
hsa-mir-548ba,1.965507260619077,0.0
hsa-mir-4709,1.924463649830539,0.0
hsa-mir-6877,1.9312832824991681,0.0
hsa-mir-6503,1.8643371181960815,0.0
hsa-mir-7854,3.192807417084774,0.0
hsa-mir-4787,2.70641274513055,0.0
hsa-mir-518d,5.18768062381114,0.0
hsa-let-7i,10.232815265088052,7.043701437617642
hsa-mir-639,2.9691523324234006,0.0
hsa-mir-1179,4.4435686608900085,0.0
hsa-mir-519c,8.477760330325921,0.0
hsa-mir-99a,11.953679356646763,3.4615328812652737
hsa-mir-485,6.554157129662546,0.0
hsa-mir-3923,9.143045969165012,0.0
hsa-mir-122,12.025358910360504,0.0
hsa-mir-379,13.312506129877061,5.9935975835167135
hsa-mir-1224,6.5728748625352065,0.0
hsa-mir-580,3.135627620841777,0.0
hsa-mir-4786,3.400956469018755,0.0
hsa-mir-4658,2.3516970137716333,0.0
hsa-mir-708,9.725119760102876,0.7785710973558887
hsa-mir-217,12.842718255043085,1.028898671370305
hsa-mir-676,3.9778261206152714,0.0
hsa-mir-7706,4.603995390352656,0.0
hsa-mir-144,11.795096032151474,2.3500604121043773
hsa-mir-23a,13.348101769826751,8.768779393154906
hsa-mir-5690,1.5892735585134135,0.0
hsa-mir-493,7.776467821209693,0.0
hsa-mir-365b,7.469508334303066,1.890817873805517
hsa-mir-4521,2.772538973497909,0.0
